0.000122,0.000122
0.000244,0.000244
0.000366,0.000366
0.000488,0.000488
0.00061,0.00061
0.000732,0.000732
0.000854,0.000854
0.000977,0.000977
0.001099,0.001099
0.001221,0.001221
0.001343,0.001343
0.001465,0.001465
0.001587,0.001587
0.001709,0.001709
0.001831,0.001831
0.001953,0.001953
0.002075,0.002075
0.002197,0.002197
0.002319,0.002319
0.002441,0.002441
0.002563,0.002563
0.002686,0.002686
0.002808,0.002808
0.00293,0.00293
0.003052,0.003052
0.003174,0.003174
0.003296,0.003296
0.003418,0.003418
0.00354,0.00354
0.003662,0.003662
0.003784,0.003784
0.003906,0.003906
0.004028,0.004028
0.00415,0.00415
0.004272,0.004272
0.004394,0.004395
0.004517,0.004517
0.004639,0.004639
0.004761,0.004761
0.004883,0.004883
0.005005,0.005005
0.005127,0.005127
0.005249,0.005249
0.005371,0.005371
0.005493,0.005493
0.005615,0.005615
0.005737,0.005737
0.005859,0.005859
0.005981,0.005981
0.006103,0.006104
0.006225,0.006226
0.006348,0.006348
0.00647,0.00647
0.006592,0.006592
0.006714,0.006714
0.006836,0.006836
0.006958,0.006958
0.00708,0.00708
0.007202,0.007202
0.007324,0.007324
0.007446,0.007446
0.007568,0.007568
0.00769,0.00769
0.007812,0.007812
0.007934,0.007935
0.008056,0.008057
0.008178,0.008179
0.0083,0.008301
0.008423,0.008423
0.008545,0.008545
0.008667,0.008667
0.008789,0.008789
0.008911,0.008911
0.009033,0.009033
0.009155,0.009155
0.009277,0.009277
0.009399,0.009399
0.009521,0.009521
0.009643,0.009644
0.009765,0.009766
0.009887,0.009888
0.010009,0.01001
0.010131,0.010132
0.010253,0.010254
0.010375,0.010376
0.010497,0.010498
0.01062,0.01062
0.010742,0.010742
0.010864,0.010864
0.010986,0.010986
0.011108,0.011108
0.01123,0.01123
0.011352,0.011353
0.011474,0.011475
0.011596,0.011597
0.011718,0.011719
0.01184,0.011841
0.011962,0.011963
0.012084,0.012085
0.012206,0.012207
0.012328,0.012329
0.01245,0.012451
0.012572,0.012573
0.012694,0.012695
0.012816,0.012817
0.012938,0.012939
0.01306,0.013062
0.013182,0.013184
0.013304,0.013306
0.013427,0.013428
0.013549,0.01355
0.013671,0.013672
0.013793,0.013794
0.013915,0.013916
0.014037,0.014038
0.014159,0.01416
0.014281,0.014282
0.014403,0.014404
0.014525,0.014526
0.014647,0.014648
0.014769,0.014771
0.014891,0.014893
0.015013,0.015015
0.015135,0.015137
0.015257,0.015259
0.015379,0.015381
0.015501,0.015503
0.015623,0.015625
0.015745,0.015747
0.015867,0.015869
0.015989,0.015991
0.016111,0.016113
0.016233,0.016235
0.016355,0.016357
